Year,Host,Datetime,Stage,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Attendance,Home Team Initials,Away Team Initials
1990,Italy,25 Jun 1990 - 17:00 ,Round of 16,Genoa ,"rn"">Republic of Ireland",0,0,Romania,31818,IRL,ROU
1990,Italy,25 Jun 1990 - 21:00 ,Round of 16,Rome ,Italy,2,0,Uruguay,73303,ITA,URU
1990,Italy,26 Jun 1990 - 17:00 ,Round of 16,Verona ,Spain,1,2,Yugoslavia,35500,ESP,YUG
1990,Italy,26 Jun 1990 - 21:00 ,Round of 16,Bologna ,England,1,0,Belgium,34520,ENG,BEL
1990,Italy,30 Jun 1990 - 17:00 ,Quarter-finals,Florence ,Yugoslavia,0,0,Argentina,38971,YUG,ARG
1990,Italy,30 Jun 1990 - 21:00 ,Quarter-finals,Rome ,Italy,1,0,"rn"">Republic of Ireland",73303,ITA,IRL
1990,Italy,01 Jul 1990 - 17:00 ,Quarter-finals,Milan ,Germany FR,1,0,Czechoslovakia,73347,FRG,TCH
1990,Italy,01 Jul 1990 - 21:00 ,Quarter-finals,Naples ,England,3,2,Cameroon,55205,ENG,CMR
1990,Italy,03 Jul 1990 - 20:00 ,Semi-finals,Naples ,Italy,1,1,Argentina,59978,ITA,ARG
1990,Italy,04 Jul 1990 - 20:00 ,Semi-finals,Turin ,Germany FR,1,1,England,62628,FRG,ENG
1990,Italy,07 Jul 1990 - 20:00 ,Match for third place,Bari ,Italy,2,1,England,51426,ITA,ENG
1990,Italy,08 Jul 1990 - 20:00 ,Final,Rome ,Germany FR,1,0,Argentina,73603,FRG,ARG
1994,USA,17 Jun 1994 - 19:30 ,Group C,Dallas ,Spain,2,2,Korea Republic,56247,ESP,KOR
1994,USA,17 Jun 1994 - 15:00 ,Group C,Chicago ,Germany,1,0,Bolivia,63117,GER,BOL
1994,USA,18 Jun 1994 - 11:30 ,Group A,Detroit ,USA,1,1,Switzerland,73425,USA,SUI
1994,USA,18 Jun 1994 - 16:00 ,Group E,New York/New Jersey ,Italy,0,1,"rn"">Republic of Ireland",75338,ITA,IRL
1994,USA,18 Jun 1994 - 19:30 ,Group A,Los Angeles ,Colombia,1,3,Romania,91856,COL,ROU
1994,USA,19 Jun 1994 - 12:30 ,Group F,Orlando ,Belgium,1,0,Morocco,61219,BEL,MAR
1994,USA,19 Jun 1994 - 16:00 ,Group E,Washington Dc ,Norway,1,0,Mexico,52395,NOR,MEX
1994,USA,19 Jun 1994 - 19:30 ,Group B,Los Angeles ,Cameroon,2,2,Sweden,93194,CMR,SWE
1994,USA,20 Jun 1994 - 19:30 ,Group F,Washington Dc ,Netherlands,2,1,Saudi Arabia,50535,NED,KSA
1994,USA,20 Jun 1994 - 16:00 ,Group B,San Francisco ,Brazil,2,0,Russia,81061,BRA,RUS
1994,USA,21 Jun 1994 - 12:30 ,Group D,Boston ,Argentina,4,0,Greece,54456,ARG,GRE
1994,USA,21 Jun 1994 - 19:30 ,Group D,Dallas ,Nigeria,3,0,Bulgaria,44132,NGA,BUL
1994,USA,21 Jun 1994 - 16:00 ,Group C,Chicago ,Germany,1,1,Spain,63113,GER,ESP
1994,USA,22 Jun 1994 - 16:00 ,Group A,Detroit ,Romania,1,4,Switzerland,61428,ROU,SUI
1994,USA,22 Jun 1994 - 19:30 ,Group A,Los Angeles ,USA,2,1,Colombia,93869,USA,COL
1994,USA,23 Jun 1994 - 16:00 ,Group E,New York/New Jersey ,Italy,1,0,Norway,74624,ITA,NOR
1994,USA,23 Jun 1994 - 19:30 ,Group C,Boston ,Korea Republic,0,0,Bolivia,54453,KOR,BOL
1994,USA,24 Jun 1994 - 12:30 ,Group E,Orlando ,Mexico,2,1,"rn"">Republic of Ireland",60790,MEX,IRL
1994,USA,24 Jun 1994 - 19:30 ,Group B,Detroit ,Sweden,3,1,Russia,71528,SWE,RUS
1994,USA,24 Jun 1994 - 16:00 ,Group B,San Francisco ,Brazil,3,0,Cameroon,83401,BRA,CMR
1994,USA,25 Jun 1994 - 12:30 ,Group F,Orlando ,Belgium,1,0,Netherlands,62387,BEL,NED
1994,USA,25 Jun 1994 - 12:30 ,Group F,New York/New Jersey ,Saudi Arabia,2,1,Morocco,76322,KSA,MAR
1994,USA,25 Jun 1994 - 16:00 ,Group D,Boston ,Argentina,2,1,Nigeria,54453,ARG,NGA
1994,USA,26 Jun 1994 - 12:30 ,Group D,Chicago ,Bulgaria,4,0,Greece,63160,BUL,GRE
1994,USA,26 Jun 1994 - 16:00 ,Group A,Los Angeles ,USA,0,1,Romania,93869,USA,ROU
1994,USA,26 Jun 1994 - 16:00 ,Group A,San Francisco ,Switzerland,0,2,Colombia,83401,SUI,COL
1994,USA,27 Jun 1994 - 16:00 ,Group C,Dallas ,Germany,3,2,Korea Republic,63998,GER,KOR
1994,USA,27 Jun 1994 - 16:00 ,Group C,Chicago ,Bolivia,1,3,Spain,63089,BOL,ESP
1994,USA,28 Jun 1994 - 12:30 ,Group E,New York/New Jersey ,"rn"">Republic of Ireland",0,0,Norway,72404,IRL,NOR
1994,USA,28 Jun 1994 - 16:00 ,Group B,Detroit ,Brazil,1,1,Sweden,77217,BRA,SWE
1994,USA,28 Jun 1994 - 12:30 ,Group E,Washington Dc ,Italy,1,1,Mexico,52535,ITA,MEX
1994,USA,28 Jun 1994 - 16:00 ,Group B,San Francisco ,Russia,6,1,Cameroon,74914,RUS,CMR
1994,USA,29 Jun 1994 - 12:30 ,Group F,Orlando ,Morocco,1,2,Netherlands,60578,MAR,NED
1994,USA,29 Jun 1994 - 12:30 ,Group F,Washington Dc ,Belgium,0,1,Saudi Arabia,52959,BEL,KSA
1994,USA,30 Jun 1994 - 19:30 ,Group D,Boston ,Greece,0,2,Nigeria,53001,GRE,NGA
1994,USA,30 Jun 1994 - 19:30 ,Group D,Dallas ,Argentina,0,2,Bulgaria,63998,ARG,BUL
1994,USA,02 Jul 1994 - 12:00 ,Round of 16,Chicago ,Germany,3,2,Belgium,60246,GER,BEL
1994,USA,02 Jul 1994 - 16:30 ,Round of 16,Washington Dc ,Spain,3,0,Switzerland,53121,ESP,SUI
1994,USA,03 Jul 1994 - 12:00 ,Round of 16,Dallas ,Saudi Arabia,1,3,Sweden,60277,KSA,SWE
1994,USA,03 Jul 1994 - 13:30 ,Round of 16,Los Angeles ,Romania,3,2,Argentina,90469,ROU,ARG
1994,USA,04 Jul 1994 - 12:00 ,Round of 16,Orlando ,Netherlands,2,0,"rn"">Republic of Ireland",61355,NED,IRL
1994,USA,04 Jul 1994 - 12:30 ,Round of 16,San Francisco ,Brazil,1,0,USA,84147,BRA,USA
1994,USA,05 Jul 1994 - 13:00 ,Round of 16,Boston ,Nigeria,1,2,Italy,54367,NGA,ITA
1994,USA,05 Jul 1994 - 16:30 ,Round of 16,New York/New Jersey ,Mexico,1,1,Bulgaria,71030,MEX,BUL
1994,USA,09 Jul 1994 - 12:00 ,Quarter-finals,Boston ,Italy,2,1,Spain,53400,ITA,ESP
1994,USA,09 Jul 1994 - 14:30 ,Quarter-finals,Dallas ,Netherlands,2,3,Brazil,63500,NED,BRA
1994,USA,10 Jul 1994 - 12:00 ,Quarter-finals,New York/New Jersey ,Bulgaria,2,1,Germany,72000,BUL,GER
1994,USA,10 Jul 1994 - 12:30 ,Quarter-finals,San Francisco ,Romania,2,2,Sweden,83500,ROU,SWE
1994,USA,13 Jul 1994 - 16:00 ,Semi-finals,New York/New Jersey ,Bulgaria,1,2,Italy,74110,BUL,ITA
1994,USA,13 Jul 1994 - 16:30 ,Semi-finals,Los Angeles ,Sweden,0,1,Brazil,91856,SWE,BRA
1994,USA,16 Jul 1994 - 12:30 ,Match for third place,Los Angeles ,Sweden,4,0,Bulgaria,91500,SWE,BUL
1994,USA,17 Jul 1994 - 12:30 ,Final,Los Angeles ,Brazil,0,0,Italy,94194,BRA,ITA
1998,France,10 Jun 1998 - 17:30 ,Group A,Saint-Denis ,Brazil,2,1,Scotland,80000,BRA,SCO
1998,France,10 Jun 1998 - 21:00 ,Group A,Montpellier ,Morocco,2,2,Norway,29800,MAR,NOR
1998,France,11 Jun 1998 - 17:30 ,Group B,Bordeaux ,Italy,2,2,Chile,31800,ITA,CHI
1998,France,11 Jun 1998 - 21:00 ,Group B,Toulouse ,Cameroon,1,1,Austria,33500,CMR,AUT
1998,France,12 Jun 1998 - 14:30 ,Group D,Montpellier ,Paraguay,0,0,Bulgaria,29800,PAR,BUL
1998,France,12 Jun 1998 - 17:30 ,Group C,Lens ,Saudi Arabia,0,1,Denmark,38100,KSA,DEN
1998,France,12 Jun 1998 - 21:00 ,Group C,Marseilles ,France,3,0,South Africa,55000,FRA,RSA
1998,France,13 Jun 1998 - 14:30 ,Group D,Nantes ,Spain,2,3,Nigeria,35500,ESP,NGA
1998,France,13 Jun 1998 - 17:30 ,Group E,Lyon ,Korea Republic,1,3,Mexico,39100,KOR,MEX
1998,France,13 Jun 1998 - 21:00 ,Group E,Saint-Denis ,Netherlands,0,0,Belgium,77000,NED,BEL
1998,France,14 Jun 1998 - 14:30 ,Group H,Toulouse ,Argentina,1,0,Japan,33500,ARG,JPN
1998,France,14 Jun 1998 - 17:30 ,Group F,Saint-Etienne ,Yugoslavia,1,0,Iran,30600,YUG,IRN
1998,France,14 Jun 1998 - 21:00 ,Group H,Lens ,Jamaica,1,3,Croatia,38100,JAM,CRO
1998,France,15 Jun 1998 - 14:30 ,Group G,Marseilles ,England,2,0,Tunisia,55000,ENG,TUN
1998,France,15 Jun 1998 - 17:30 ,Group G,Lyon ,Romania,1,0,Colombia,39100,ROU,COL
1998,France,15 Jun 1998 - 21:00 ,Group F,Paris ,Germany,2,0,USA,45500,GER,USA
1998,France,16 Jun 1998 - 17:30 ,Group A,Bordeaux ,Scotland,1,1,Norway,31800,SCO,NOR
1998,France,16 Jun 1998 - 21:00 ,Group A,Nantes ,Brazil,3,0,Morocco,35500,BRA,MAR
1998,France,17 Jun 1998 - 17:30 ,Group B,Saint-Etienne ,Chile,1,1,Austria,30600,CHI,AUT
1998,France,17 Jun 1998 - 21:00 ,Group B,Montpellier ,Italy,3,0,Cameroon,29800,ITA,CMR
1998,France,18 Jun 1998 - 17:30 ,Group C,Toulouse ,South Africa,1,1,Denmark,33500,RSA,DEN
1998,France,18 Jun 1998 - 21:00 ,Group C,Saint-Denis ,France,4,0,Saudi Arabia,80000,FRA,KSA
1998,France,19 Jun 1998 - 17:30 ,Group D,Paris ,Nigeria,1,0,Bulgaria,45500,NGA,BUL
1998,France,19 Jun 1998 - 21:00 ,Group D,Saint-Etienne ,Spain,0,0,Paraguay,30600,ESP,PAR
1998,France,20 Jun 1998 - 14:30 ,Group H,Nantes ,Japan,0,1,Croatia,35500,JPN,CRO
1998,France,20 Jun 1998 - 17:30 ,Group E,Bordeaux ,Belgium,2,2,Mexico,31800,BEL,MEX
1998,France,20 Jun 1998 - 21:00 ,Group E,Marseilles ,Netherlands,5,0,Korea Republic,55000,NED,KOR
1998,France,21 Jun 1998 - 14:30 ,Group F,Lens ,Germany,2,2,Yugoslavia,38100,GER,YUG
1998,France,21 Jun 1998 - 17:30 ,Group H,Paris ,Argentina,5,0,Jamaica,45500,ARG,JAM
1998,France,21 Jun 1998 - 21:00 ,Group F,Lyon ,USA,1,2,Iran,39100,USA,IRN
1998,France,22 Jun 1998 - 17:30 ,Group G,Montpellier ,Colombia,1,0,Tunisia,29800,COL,TUN
1998,France,22 Jun 1998 - 21:00 ,Group G,Toulouse ,Romania,2,1,England,33500,ROU,ENG
1998,France,23 Jun 1998 - 16:00 ,Group B,Saint-Denis ,Italy,2,1,Austria,80000,ITA,AUT
1998,France,23 Jun 1998 - 16:00 ,Group B,Nantes ,Chile,1,1,Cameroon,35500,CHI,CMR
1998,France,23 Jun 1998 - 21:00 ,Group A,Saint-Etienne ,Scotland,0,3,Morocco,30600,SCO,MAR
1998,France,23 Jun 1998 - 21:00 ,Group A,Marseilles ,Brazil,1,2,Norway,55000,BRA,NOR
1998,France,24 Jun 1998 - 16:00 ,Group C,Lyon ,France,2,1,Denmark,39100,FRA,DEN
1998,France,24 Jun 1998 - 16:00 ,Group C,Bordeaux ,South Africa,2,2,Saudi Arabia,31800,RSA,KSA
1998,France,24 Jun 1998 - 21:00 ,Group D,Lens ,Spain,6,1,Bulgaria,38100,ESP,BUL
1998,France,24 Jun 1998 - 21:00 ,Group D,Toulouse ,Nigeria,1,3,Paraguay,33500,NGA,PAR
1998,France,25 Jun 1998 - 16:00 ,Group E,Paris ,Belgium,1,1,Korea Republic,45500,BEL,KOR
1998,France,25 Jun 1998 - 16:00 ,Group E,Saint-Etienne ,Netherlands,2,2,Mexico,30600,NED,MEX
1998,France,25 Jun 1998 - 21:00 ,Group F,Montpellier ,Germany,2,0,Iran,29800,GER,IRN
1998,France,25 Jun 1998 - 21:00 ,Group F,Nantes ,USA,0,1,Yugoslavia,35500,USA,YUG
1998,France,26 Jun 1998 - 16:00 ,Group H,Lyon ,Japan,1,2,Jamaica,39100,JPN,JAM
1998,France,26 Jun 1998 - 16:00 ,Group H,Bordeaux ,Argentina,1,0,Croatia,31800,ARG,CRO
1998,France,26 Jun 1998 - 21:00 ,Group G,Saint-Denis ,Romania,1,1,Tunisia,77000,ROU,TUN
1998,France,26 Jun 1998 - 21:00 ,Group G,Lens ,Colombia,0,2,England,38100,COL,ENG
1998,France,27 Jun 1998 - 16:30 ,Round of 16,Marseilles ,Italy,1,0,Norway,55000,ITA,NOR
1998,France,27 Jun 1998 - 21:00 ,Round of 16,Paris ,Brazil,4,1,Chile,45500,BRA,CHI
1998,France,28 Jun 1998 - 16:30 ,Round of 16,Lens ,France,1,0,Paraguay,31800,FRA,PAR
1998,France,28 Jun 1998 - 21:00 ,Round of 16,Saint-Denis ,Nigeria,1,4,Denmark,77000,NGA,DEN
1998,France,29 Jun 1998 - 16:30 ,Round of 16,Montpellier ,Germany,2,1,Mexico,29800,GER,MEX
1998,France,29 Jun 1998 - 21:00 ,Round of 16,Toulouse ,Netherlands,2,1,Yugoslavia,33500,NED,YUG
1998,France,30 Jun 1998 - 16:30 ,Round of 16,Bordeaux ,Romania,0,1,Croatia,31800,ROU,CRO
1998,France,30 Jun 1998 - 21:00 ,Round of 16,Saint-Etienne ,Argentina,2,2,England,30600,ARG,ENG
1998,France,03 Jul 1998 - 16:30 ,Quarter-finals,Saint-Denis ,Italy,0,0,France,77000,ITA,FRA
1998,France,03 Jul 1998 - 21:00 ,Quarter-finals,Nantes ,Brazil,3,2,Denmark,35500,BRA,DEN
1998,France,04 Jul 1998 - 16:30 ,Quarter-finals,Marseilles ,Netherlands,2,1,Argentina,55000,NED,ARG
1998,France,04 Jul 1998 - 21:00 ,Quarter-finals,Lyon ,Germany,0,3,Croatia,39100,GER,CRO
1998,France,07 Jul 1998 - 21:00 ,Semi-finals,Marseilles ,Brazil,1,1,Netherlands,54000,BRA,NED
1998,France,08 Jul 1998 - 21:00 ,Semi-finals,Saint-Denis ,France,2,1,Croatia,76000,FRA,CRO
1998,France,11 Jul 1998 - 21:00 ,Match for third place,Paris ,Netherlands,1,2,Croatia,45500,NED,CRO
1998,France,12 Jul 1998 - 21:00 ,Final,Saint-Denis ,Brazil,0,3,France,80000,BRA,FRA
2002,Korea/Japan,31 May 2002 - 20:30 ,Group A,Seoul ,France,0,1,Senegal,62561,FRA,SEN
2002,Korea/Japan,01 Jun 2002 - 18:00 ,Group A,Ulsan ,Uruguay,1,2,Denmark,30157,URU,DEN
2002,Korea/Japan,01 Jun 2002 - 15:30 ,Group E,Niigata ,"rn"">Republic of Ireland",1,1,Cameroon,33679,IRL,CMR
2002,Korea/Japan,01 Jun 2002 - 20:30 ,Group E,Sapporo ,Germany,8,0,Saudi Arabia,32218,GER,KSA
2002,Korea/Japan,02 Jun 2002 - 14:30 ,Group F,Ibaraki ,Argentina,1,0,Nigeria,34050,ARG,NGA
2002,Korea/Japan,02 Jun 2002 - 16:30 ,Group B,Busan ,Paraguay,2,2,South Africa,25186,PAR,RSA
2002,Korea/Japan,02 Jun 2002 - 18:30 ,Group F,Saitama ,England,1,1,Sweden,52721,ENG,SWE
2002,Korea/Japan,02 Jun 2002 - 20:30 ,Group B,Gwangju ,Spain,3,1,Slovenia,28598,ESP,SVN
2002,Korea/Japan,03 June 2002 - 18:00 ,Group C,Ulsan ,Brazil,2,1,Turkey,33842,BRA,TUR
2002,Korea/Japan,03 Jun 2002 - 20:30 ,Group G,Sapporo ,Italy,2,0,Ecuador,31081,ITA,ECU
2002,Korea/Japan,03 Jun 2002 - 15:30 ,Group G,Niigata ,Croatia,0,1,Mexico,32239,CRO,MEX
2002,Korea/Japan,04 June 2002 - 15:30 ,Group C,Gwangju ,China PR,0,2,Costa Rica,27217,CHN,CRC
2002,Korea/Japan,04 June 2002 - 18:00 ,Group H,Saitama ,Japan,2,2,Belgium,55256,JPN,BEL
2002,Korea/Japan,04 Jun 2002 - 20:30 ,Group D,Busan ,Korea Republic,2,0,Poland,48760,KOR,POL
2002,Korea/Japan,05 Jun 2002 - 15:30 ,Group H,Kobe ,Russia,2,0,Tunisia,30957,RUS,TUN
2002,Korea/Japan,05 Jun 2002 - 18:00 ,Group D,Suwon ,USA,3,2,Portugal,37306,USA,POR
2002,Korea/Japan,05 Jun 2002 - 20:30 ,Group E,Ibaraki ,Germany,1,1,"rn"">Republic of Ireland",35854,GER,IRL
2002,Korea/Japan,06 Jun 2002 - 15:30 ,Group A,Daegu ,Denmark,1,1,Senegal,43500,DEN,SEN
2002,Korea/Japan,06 Jun 2002 - 18:00 ,Group E,Saitama ,Cameroon,1,0,Saudi Arabia,52328,CMR,KSA
2002,Korea/Japan,06 Jun 2002 - 20:30 ,Group A,Busan ,France,0,0,Uruguay,38289,FRA,URU
2002,Korea/Japan,07 Jun 2002 - 15:30 ,Group F,Kobe ,Sweden,2,1,Nigeria,36194,SWE,NGA
2002,Korea/Japan,07 Jun 2002 - 20:30 ,Group F,Sapporo ,Argentina,0,1,England,35927,ARG,ENG
2002,Korea/Japan,07 June 2002 - 18:00 ,Group B,Jeonju ,Spain,3,1,Paraguay,24000,ESP,PAR
2002,Korea/Japan,08 Jun 2002 - 15:30 ,Group B,Daegu ,South Africa,1,0,Slovenia,47226,RSA,SVN
2002,Korea/Japan,08 Jun 2002 - 20:30 ,Group C,Jeju ,Brazil,4,0,China PR,36750,BRA,CHN
2002,Korea/Japan,08 June 2002 - 18:00 ,Group G,Ibaraki ,Italy,1,2,Croatia,36472,ITA,CRO
2002,Korea/Japan,09 Jun 2002 - 18:00 ,Group C,Incheon ,Costa Rica,1,1,Turkey,42299,CRC,TUR
2002,Korea/Japan,09 Jun 2002 - 20:30 ,Group H,Yokohama ,Japan,1,0,Russia,66108,JPN,RUS
2002,Korea/Japan,09 Jun 2002 - 15:30 ,Group G,Rifu ,Mexico,2,1,Ecuador,45610,MEX,ECU
2002,Korea/Japan,10 Jun 2002 - 15:30 ,Group D,Daegu ,Korea Republic,1,1,USA,60778,KOR,USA
2002,Korea/Japan,10 Jun 2002 - 20:30 ,Group D,Jeonju ,Portugal,4,0,Poland,31000,POR,POL
2002,Korea/Japan,10 Jun 2002 - 18:00 ,Group H,Oita ,Tunisia,1,1,Belgium,39700,TUN,BEL
2002,Korea/Japan,11 Jun 2002 - 15:30 ,Group A,Incheon ,Denmark,2,0,France,48100,DEN,FRA
2002,Korea/Japan,11 June 2002 - 15:30 ,Group A,Suwon ,Senegal,3,3,Uruguay,33681,SEN,URU
2002,Korea/Japan,11 Jun 2002 - 20:30 ,Group E,Yokohama ,Saudi Arabia,0,3,"rn"">Republic of Ireland",65320,KSA,IRL
2002,Korea/Japan,11 Jun 2002 - 20:30 ,Group E,Shizuoka ,Cameroon,0,2,Germany,47085,CMR,GER
2002,Korea/Japan,12 Jun 2002 - 15:30 ,Group F,Rifu ,Sweden,1,1,Argentina,45777,SWE,ARG
2002,Korea/Japan,12 Jun 2002 - 15:30 ,Group F,Osaka ,Nigeria,0,0,England,44864,NGA,ENG
2002,Korea/Japan,12 Jun 2002 - 20:30 ,Group B,Jeju ,Slovenia,1,3,Paraguay,30176,SVN,PAR
2002,Korea/Japan,12 Jun 2002 - 20:30 ,Group B,Daejeon ,South Africa,2,3,Spain,31024,RSA,ESP
2002,Korea/Japan,13 Jun 2002 - 15:30 ,Group C,Suwon ,Costa Rica,2,5,Brazil,38524,CRC,BRA
2002,Korea/Japan,13 Jun 2002 - 15:30 ,Group C,Seoul ,Turkey,3,0,China PR,43605,TUR,CHN
2002,Korea/Japan,13 Jun 2002 - 20:30 ,Group G,Yokohama ,Ecuador,1,0,Croatia,65862,ECU,CRO
2002,Korea/Japan,13 Jun 2002 - 20:30 ,Group G,Oita ,Mexico,1,1,Italy,39291,MEX,ITA
2002,Korea/Japan,14 Jun 2002 - 15:30 ,Group H,Osaka ,Tunisia,0,2,Japan,45213,TUN,JPN
2002,Korea/Japan,14 Jun 2002 - 20:30 ,Group D,Incheon ,Portugal,0,1,Korea Republic,50239,POR,KOR
2002,Korea/Japan,14 Jun 2002 - 20:30 ,Group D,Daejeon ,Poland,3,1,USA,26482,POL,USA
2002,Korea/Japan,14 Jun 2002 - 15:30 ,Group H,Shizuoka ,Belgium,3,2,Russia,46640,BEL,RUS
2002,Korea/Japan,15 Jun 2002 - 20:30 ,Round of 16,Niigata ,Denmark,0,3,England,40582,DEN,ENG
2002,Korea/Japan,15 Jun 2002 - 15:30 ,Round of 16,Jeju ,Germany,1,0,Paraguay,25176,GER,PAR
2002,Korea/Japan,16 Jun 2002 - 20:30 ,Round of 16,Suwon ,Spain,1,1,"rn"">Republic of Ireland",38926,ESP,IRL
2002,Korea/Japan,16 Jun 2002 - 15:30 ,Round of 16,Oita ,Sweden,1,2,Senegal,39747,SWE,SEN
2002,Korea/Japan,17 Jun 2002 - 20:30 ,Round of 16,Kobe ,Brazil,2,0,Belgium,40440,BRA,BEL
2002,Korea/Japan,17 June 2002 - 15:30 ,Round of 16,Jeonju ,Mexico,0,2,USA,36380,MEX,USA
2002,Korea/Japan,18 Jun 2002 - 15:30 ,Round of 16,Rifu ,Japan,0,1,Turkey,45666,JPN,TUR
2002,Korea/Japan,18 Jun 2002 - 20:30 ,Round of 16,Daejeon ,Korea Republic,2,1,Italy,38588,KOR,ITA
2002,Korea/Japan,21 Jun 2002 - 15:30 ,Quarter-finals,Shizuoka ,England,1,2,Brazil,47436,ENG,BRA
2002,Korea/Japan,21 Jun 2002 - 20:30 ,Quarter-finals,Ulsan ,Germany,1,0,USA,37337,GER,USA
2002,Korea/Japan,22 Jun 2002 - 20:30 ,Quarter-finals,Osaka ,Senegal,0,1,Turkey,44233,SEN,TUR
2002,Korea/Japan,22 Jun 2002 - 15:30 ,Quarter-finals,Gwangju ,Spain,0,0,Korea Republic,42114,ESP,KOR
2002,Korea/Japan,25 Jun 2002 - 20:30 ,Semi-finals,Seoul ,Germany,1,0,Korea Republic,65256,GER,KOR
2002,Korea/Japan,26 Jun 2002 - 20:30 ,Semi-finals,Saitama ,Brazil,1,0,Turkey,61058,BRA,TUR
2002,Korea/Japan,29 Jun 2002 - 20:00 ,Third place,Daegu ,Korea Republic,2,3,Turkey,63483,KOR,TUR
2002,Korea/Japan,30 Jun 2002 - 20:00 ,Final,Yokohama ,Germany,0,2,Brazil,69029,GER,BRA
2006,Germany,09 Jun 2006 - 18:00 ,Group A,Munich ,Germany,4,2,Costa Rica,66000,GER,CRC
2006,Germany,09 Jun 2006 - 21:00 ,Group A,Gelsenkirchen ,Poland,0,2,Ecuador,52000,POL,ECU
2006,Germany,10 Jun 2006 - 15:00 ,Group B,Frankfurt/Main ,England,1,0,Paraguay,48000,ENG,PAR
2006,Germany,10 Jun 2006 - 18:00 ,Group B,Dortmund ,"rn"">Trinidad and Tobago",0,0,Sweden,62959,TRI,SWE
2006,Germany,10 Jun 2006 - 21:00 ,Group C,Hamburg ,Argentina,2,1,C�te d'Ivoire,49480,ARG,CIV
2006,Germany,11 Jun 2006 - 15:00 ,Group C,Leipzig ,"rn"">Serbia and Montenegro",0,1,Netherlands,43000,SCG,NED
2006,Germany,11 Jun 2006 - 18:00 ,Group D,Nuremberg ,Mexico,3,1,Iran,41000,MEX,IRN
2006,Germany,11 Jun 2006 - 21:00 ,Group D,Cologne ,Angola,0,1,Portugal,45000,ANG,POR
2006,Germany,12 Jun 2006 - 15:00 ,Group F,Kaiserslautern ,Australia,3,1,Japan,46000,AUS,JPN
2006,Germany,12 Jun 2006 - 18:00 ,Group E,Gelsenkirchen ,USA,0,3,Czech Republic,52000,USA,CZE
2006,Germany,12 Jun 2006 - 21:00 ,Group E,Hanover ,Italy,2,0,Ghana,43000,ITA,GHA
2006,Germany,13 Jun 2006 - 15:00 ,Group G,Frankfurt/Main ,Korea Republic,2,1,Togo,48000,KOR,TOG
2006,Germany,13 Jun 2006 - 18:00 ,Group G,Stuttgart ,France,0,0,Switzerland,52000,FRA,SUI
2006,Germany,13 Jun 2006 - 21:00 ,Group F,Berlin ,Brazil,1,0,Croatia,72000,BRA,CRO
2006,Germany,14 Jun 2006 - 15:00 ,Group H,Leipzig ,Spain,4,0,Ukraine,43000,ESP,UKR
2006,Germany,14 Jun 2006 - 18:00 ,Group H,Munich ,Tunisia,2,2,Saudi Arabia,66000,TUN,KSA
2006,Germany,14 Jun 2006 - 21:00 ,Group A,Dortmund ,Germany,1,0,Poland,65000,GER,POL
2006,Germany,15 Jun 2006 - 15:00 ,Group A,Hamburg ,Ecuador,3,0,Costa Rica,50000,ECU,CRC
2006,Germany,15 Jun 2006 - 18:00 ,Group B,Nuremberg ,England,2,0,"rn"">Trinidad and Tobago",41000,ENG,TRI
2006,Germany,15 Jun 2006 - 21:00 ,Group B,Berlin ,Sweden,1,0,Paraguay,72000,SWE,PAR
2006,Germany,16 Jun 2006 - 15:00 ,Group C,Gelsenkirchen ,Argentina,6,0,"rn"">Serbia and Montenegro",52000,ARG,SCG
2006,Germany,16 Jun 2006 - 18:00 ,Group C,Stuttgart ,Netherlands,2,1,C�te d'Ivoire,52000,NED,CIV
2006,Germany,16 Jun 2006 - 21:00 ,Group D,Hanover ,Mexico,0,0,Angola,43000,MEX,ANG
2006,Germany,17 Jun 2006 - 15:00 ,Group D,Frankfurt/Main ,Portugal,2,0,IR Iran,48000,POR,IRN
2006,Germany,17 Jun 2006 - 18:00 ,Group E,Cologne ,Czech Republic,0,2,Ghana,45000,CZE,GHA
2006,Germany,17 Jun 2006 - 21:00 ,Group E,Kaiserslautern ,Italy,1,1,USA,46000,ITA,USA
2006,Germany,18 Jun 2006 - 15:00 ,Group F,Nuremberg ,Japan,0,0,Croatia,41000,JPN,CRO
2006,Germany,18 Jun 2006 - 18:00 ,Group F,Munich ,Brazil,2,0,Australia,66000,BRA,AUS
2006,Germany,18 Jun 2006 - 21:00 ,Group G,Leipzig ,France,1,1,Korea Republic,43000,FRA,KOR
2006,Germany,19 Jun 2006 - 15:00 ,Group G,Dortmund ,Togo,0,2,Switzerland,65000,TOG,SUI
2006,Germany,19 Jun 2006 - 18:00 ,Group H,Hamburg ,Saudi Arabia,0,4,Ukraine,50000,KSA,UKR
2006,Germany,19 Jun 2006 - 21:00 ,Group H,Stuttgart ,Spain,3,1,Tunisia,52000,ESP,TUN
2006,Germany,20 Jun 2006 - 16:00 ,Group A,Berlin ,Ecuador,0,3,Germany,72000,ECU,GER
2006,Germany,20 Jun 2006 - 16:00 ,Group A,Hanover ,Costa Rica,1,2,Poland,43000,CRC,POL
2006,Germany,20 Jun 2006 - 21:00 ,Group B,Cologne ,Sweden,2,2,England,45000,SWE,ENG
